Nama,No telepon 
Bank Rakyat Indonesia PT Persero,0351-730121 (+62-0351-730121)
Bank Rakyat Indonesia PT Persero,031-3079281 (+62-031-3079281)
Bank Rakyat Indonesia PT Persero,0355-591056 (+62-0355-591056)
Bank Rakyat Indonesia PT Persero,0331-711147 (+62-0331-711147)
Undefined,0331-711147 (+62-0331-711147)
Bank Rakyat Indonesia PT Persero,0355-395135 (+62-0355-395135)
Bank Rakyat Indonesia PT Persero,0333-710517 (+62-0333-710517)
Bank Rakyat Indonesia PT Persero,0352-571336 (+62-0352-571336)
Undefined,0352-571336 (+62-0352-571336)
Undefined,0352-571336 (+62-0352-571336)
Bank Rakyat Indonesia PT Persero,0332-891222 (+62-0332-891222)
Bank Rakyat Indonesia PT Persero,0338-671172 (+62-0338-671172)
Bank Rakyat Indonesia PT Persero,0331-711417 (+62-0331-711417)
Bank Rakyat Indonesia PT Persero,"0338-670512, 0338-670513, 0338-677835^^0338-671279, 0338-671697, 0338-672134, 0338-673356, 0338-674111, 0338-674793, 0338-675272, 0338-675273 (+62-0338-670512, 0338-670513, 0338-677835^^0338-671279, 0338-671697, 0338-672134, 0338-673356, 0338-674111, 0338-674793, 0338-675272, 0338-675273)"
Bank Rakyat Indonesia PT Persero,0343-741668 (+62-0343-741668)
Bank Rakyat Indonesia PT Persero,0351-730330 (+62-0351-730330)
Bank Rakyat Indonesia PT Persero,0343-426536 (+62-0343-426536)
Bank Rakyat Indonesia PT Persero,0336-881644 (+62-0336-881644)
Bank Rakyat Indonesia PT Persero,031-3098277 (+62-031-3098277)
Bank Rakyat Indonesia PT Persero,0328-662157 (+62-0328-662157)
Bank Rakyat Indonesia PT Persero,0333-631822 (+62-0333-631822)
Bank Rakyat Indonesia PT Persero,"031-3095049, 031-3093435, 031-3094078, 031-3095021, 031-3095273, 031-3095520, 031-3097123, 031-3098052, 031-3099088 (+62-031-3095049, 031-3093435, 031-3094078, 031-3095021, 031-3095273, 031-3095520, 031-3097123, 031-3098052, 031-3099088)"
Bank Rakyat Indonesia PT Persero,0338-674780 (+62-0338-674780)
Bank Rakyat Indonesia PT Persero,"0357-441132, 0357-441133 (+62-0357-441132, 0357-441133)"
Bank Rakyat Indonesia PT Persero,"0328-664821, 0328-667927, 0328-668648 (+62-0328-664821, 0328-667927, 0328-668648)"
Bank Rakyat Indonesia PT Persero,"0343-426621, 0343-411141, 0343-411142, 0343-411860, 0343-413237, 0343-413238, 0343-426622, 0343-426623, 0343-426624, 0343-429843 (+62-0343-426621, 0343-411141, 0343-411142, 0343-411860, 0343-413237, 0343-413238, 0343-426622, 0343-426623, 0343-426624, 0343-429843)"
Bank Rakyat Indonesia PT Persero,0336-721772 (+62-0336-721772)
Bank Rakyat Indonesia PT Persero,0338-674343 (+62-0338-674343)
Bank Rakyat Indonesia PT Persero,0333-710717 (+62-0333-710717)
Bank Rakyat Indonesia PT Persero,0336-441311 (+62-0336-441311)
Bank Rakyat Indonesia PT Persero,0351-730413 (+62-0351-730413)
Bank Rakyat Indonesia PT Persero,0355-396235 (+62-0355-396235)
Bank Rakyat Indonesia PT Persero,Smj-331260 (+62-Smj-331260)
Bank Rakyat Indonesia PT Persero,031-7921009 (+62-031-7921009)
Bank Rakyat Indonesia PT Persero,0343-656336 (+62-0343-656336)
Bank Rakyat Indonesia PT Persero,031-3903078 (+62-031-3903078)
Bank Rakyat Indonesia PT Persero,0355-879322 (+62-0355-879322)
Bank Rakyat Indonesia PT Persero,0333-461196 (+62-0333-461196)
Bank Rakyat Indonesia PT Persero,0333-821373 (+62-0333-821373)
Bank Rakyat Indonesia PT Persero,"0331-757215, 0331-757336 (+62-0331-757215, 0331-757336)"
Bank Rakyat Indonesia PT Persero,0343-882403 (+62-0343-882403)
Bank Rakyat Indonesia PT Persero,031-7911019 (+62-031-7911019)
Bank Rakyat Indonesia PT Persero,0328-663724 (+62-0328-663724)
Bank Rakyat Indonesia PT Persero,031-7923650 (+62-031-7923650)
Bank Rakyat Indonesia PT Persero,031-7911492 (+62-031-7911492)
Bank Rakyat Indonesia PT Persero,0341-521160 (+62-0341-521160)
Bank Rakyat Indonesia PT Persero,0338-672184 (+62-0338-672184)
Bank Rakyat Indonesia PT Persero,0328-661980 (+62-0328-661980)
Bank Rakyat Indonesia PT Persero,0343-880793 (+62-0343-880793)
Bank Rakyat Indonesia PT Persero,0343-426883 (+62-0343-426883)
Bank Rakyat Indonesia PT Persero,0343-426986 (+62-0343-426986)
Bank Rakyat Indonesia PT Persero,0343-612256 (+62-0343-612256)
Bank Rakyat Indonesia PT Persero,0343-611722 (+62-0343-611722)
Bank Rakyat Indonesia PT Persero,0331-591282 (+62-0331-591282)
Bank Rakyat Indonesia PT Persero,0355-395900 (+62-0355-395900)
Bank Rakyat Indonesia PT Persero,0333-631366 (+62-0333-631366)
Bank Rakyat Indonesia PT Persero,0351-888146 (+62-0351-888146)
Bank Rakyat Indonesia PT Persero,0333-631732 (+62-0333-631732)
Bank Rakyat Indonesia PT Persero,0343-612909 (+62-0343-612909)
Bank Rakyat Indonesia PT Persero,0341-752145 (+62-0341-752145)
Bank Rakyat Indonesia PT Persero,0331-566411 (+62-0331-566411)
Bank Rakyat Indonesia PT Persero,0343-852333 (+62-0343-852333)
Bank Rakyat Indonesia PT Persero,0343-427494 (+62-0343-427494)
Bank Rakyat Indonesia PT Persero,0343-611726 (+62-0343-611726)
Bank Rakyat Indonesia PT Persero,0343-631701 (+62-0343-631701)
Bank Rakyat Indonesia PT Persero,0336-441511 (+62-0336-441511)
Bank Rakyat Indonesia PT Persero,0333-710131 (+62-0333-710131)
Bank Rakyat Indonesia PT Persero,0341-311222 (+62-0341-311222)
Bank Rakyat Indonesia PT Persero,0333-630347 (+62-0333-630347)
Bank Rakyat Indonesia PT Persero,"0332-321030, 0332-321510 (+62-0332-321030, 0332-321510)"
Bank Rakyat Indonesia PT Persero,Smj-331943 (+62-Smj-331943)
Bank Rakyat Indonesia PT Persero,0336-721185 (+62-0336-721185)
Bank Rakyat Indonesia PT Persero,0336-881080 (+62-0336-881080)
Bank Rakyat Indonesia PT Persero,"0328-662717, 0328-661714, 0328-662682, 0328-665551 (+62-0328-662717, 0328-661714, 0328-662682, 0328-665551)"
Bank Rakyat Indonesia PT Persero,0357-441255 (+62-0357-441255)
Bank Rakyat Indonesia PT Persero,"0343-744809, 0343-743900, 0343-744810 (+62-0343-744809, 0343-743900, 0343-744810)"
Bank Rakyat Indonesia PT Persero,0355-551266 (+62-0355-551266)
Undefined,0355-551266 (+62-0355-551266)
Bank Rakyat Indonesia PT Persero,0343-426865 (+62-0343-426865)
Bank Rakyat Indonesia PT Persero,0343-634207 (+62-0343-634207)
Bank Rakyat Indonesia PT Persero,0343-852795 (+62-0343-852795)
Bank Rani PT,"0333-630817, 0333-630871 (+62-0333-630817, 0333-630871)"
Bank Rani PT,"0333-632317, 0333-631570, 0333-632221 (+62-0333-632317, 0333-631570, 0333-632221)"
Bank Rasuna,0352-311812 (+62-0352-311812)
Bank Sapadana,0351-368028 (+62-0351-368028)
Bank Shinta Indonesia PT,031-5671297 (+62-031-5671297)
Bank Shinta Indonesia PT,"031-5671717, 031-5671252, 031-5671257, 031-5671263, 031-5671265, 031-5671295, 031-5671301, 031-5671303, 031-5671305, 031-5671309, 031-5671386 (+62-031-5671717, 031-5671252, 031-5671257, 031-5671263, 031-5671265, 031-5671295, 031-5671301, 031-5671303, 031-5671305, 031-5671309, 031-5671386)"
Bank Surabaya Jaya PT,031-3523447 (+62-031-3523447)
Bank Tabungan Negara PT Persero,031-3973455 (+62-031-3973455)
Bank Tabungan Negara PT Persero,"031-3098830, 031-3098831, 031-3098832, 031-3098833, 031-3098834 (+62-031-3098830, 031-3098831, 031-3098832, 031-3098833, 031-3098834)"
Bank Tabungan Negara PT Persero,031-3095303 (+62-031-3095303)
Bank Tabungan Negara PT Persero,"0328-662777, 0328-662888 (+62-0328-662777, 0328-662888)"
Bank Tabungan Pensiunan Nasional PT,0343-421034 (+62-0343-421034)
Bank Tabungan Pensiunan Nasional PT,0343-741691 (+62-0343-741691)
Bank Tabungan Pensiunan Nasional PT,"0332-421662, 0332-422203, 0332-422694 (+62-0332-421662, 0332-422203, 0332-422694)"
Bank Tabungan Pensiunan Nasional PT,"0351-895653, 0351-892502, 0351-893671 (+62-0351-895653, 0351-892502, 0351-893671)"
Bank Tabungan Pensiunan Nasional PT,0333-844193 (+62-0333-844193)
Bank Tabungan Pensiunan Nasional PT,"0352-461163, 0352-483028 (+62-0352-461163, 0352-483028)"
Bank Tabungan Pensiunan Nasional PT,0338-672110 (+62-0338-672110)
Bank Tabungan Pensiunan Nasional PT,0341-591590 (+62-0341-591590)
Bank Tabungan Pensiunan Nasional PT,"0338-673139, 0338-675586 (+62-0338-673139, 0338-675586)"
Bank Tabungan Pensiunan Nasional PT,0333-396270 (+62-0333-396270)
Bank Tabungan Pensiunan Nasional PT,0351-383179 (+62-0351-383179)
Bank Tabungan Pensiunan Nasional PT,"0355-323206, 0355-323204, 0355-323205, 0355-323207 (+62-0355-323206, 0355-323204, 0355-323205, 0355-323207)"
Bank Tabungan Pensiunan Nasional PT,"0353-882358, 0353-882298, 0353-885877 (+62-0353-882358, 0353-882298, 0353-885877)"
Bank Tabungan Pensiunan Nasional PT,"0342-801006, 0342-801014, 0342-805673 (+62-0342-801006, 0342-801014, 0342-805673)"
Bank Tabungan Pensiunan Nasional PT,"0357-881451, 0357-881475, 0357-883324 (+62-0357-881451, 0357-881475, 0357-883324)"
Bank Tabungan Pensiunan Nasional PT,0338-671081 (+62-0338-671081)
Bank Tabungan Pensiunan Nasional,0328-662712 (+62-0328-662712)
Bank Taman Adimakmur,031-8663031 (+62-031-8663031)
Bank Taman Adimakmur,"031-7881613, 031-7881601 (+62-031-7881613, 031-7881601)"
Bank UIB PT,"031-5662351, 031-5630817, 031-5631056, 031-5631567, 031-5631732, 031-5631830, 031-5631831, 031-5632259, 031-5662352 (+62-031-5662351, 031-5630817, 031-5631056, 031-5631567, 031-5631732, 031-5631830, 031-5631831, 031-5632259, 031-5662352)"
Bank Wijaya Kusuma,0351-465066 (+62-0351-465066)
Bank Wisman Perkasa,0343-631646 (+62-0343-631646)
Centratama Nasional Bank,"0341-352020, 0341-352021, 0341-352022, 0341-352023, 0341-352024, 0341-352025, 0341-352026, 0341-353925 (+62-0341-352020, 0341-352021, 0341-352022, 0341-352023, 0341-352024, 0341-352025, 0341-352026, 0341-353925)"
Bank Yudha Bhakti PT,"031-5044888, 031-5040341, 031-5047581, 031-5047582, 031-5047583 (+62-031-5044888, 031-5040341, 031-5047581, 031-5047582, 031-5047583)"
Hongkong And Shanghai Banking Corporation Ltd The,"031-5044888, 031-5040341, 031-5047581, 031-5047582, 031-5047583 (+62-031-5044888, 031-5040341, 031-5047581, 031-5047582, 031-5047583)"
Hongkong And Shanghai Banking Corporation Ltd The,031-5677372 (+62-031-5677372)
Hongkong And Shanghai Banking Corporation Ltd The,"031-5600115, 031-5616529, 031-5619285, 031-5619331, 031-5619518, 031-5622507, 031-5664259, 031-5664260, 031-5664261, 031-5675522 (+62-031-5600115, 031-5616529, 031-5619285, 031-5619331, 031-5619518, 031-5622507, 031-5664259, 031-5664260, 031-5664261, 031-5675522)"
Koperasi Bank Perkreditan Rakyat Harta Sentosa,"031-8534314, 031-8534224 (+62-031-8534314, 031-8534224)"
Koperasi Bank Perkreditan Rakyat Kalimasada,0343-481008 (+62-0343-481008)
Koperasi Bank Perkreditan Rakyat Wlingi,"0342-691277, 0342-692388 (+62-0342-691277, 0342-692388)"
Koperasi Bank Perkreditan Rakyat,0352-311840 (+62-0352-311840)
Pan Indonesia Bank Ltd PT,"0324-322009, 0324-323090 (+62-0324-322009, 0324-323090)"
Pan Indonesia Bank Ltd PT,0324-322184 (+62-0324-322184)
Pan Indonesia Bank Ltd PT,"031-3095767, 031-3095862, 031-3095867, 031-3095923 (+62-031-3095767, 031-3095862, 031-3095867, 031-3095923)"
Pan Indonesia Bank PT,0328-662313 (+62-0328-662313)
Pan Indonesia Bank PT,"031-3981557, 031-3982562 (+62-031-3981557, 031-3982562)"
Pan Indonesia Bank PT,"0322-451353, 0322-451354, 0322-452342 (+62-0322-451353, 0322-451354, 0322-452342)"
Perusahaan Daerah Bank Pasar Pemerintah,031-3983275 (+62-031-3983275)
Perusahaan Daerah BPR KURK Jatim,031-7401735 (+62-031-7401735)
Perusahaan Daerah BPR Kurk Jatim,0352-487475 (+62-0352-487475)
PT Anglomas Internasional Bank,"+62 31 3537426, 31 3537431"
PT Bank Antar Daerah,+62 31 3540909
PT Bank Arta Niaga Kencana,"+62 31 3534123, 31 2424123"
PT Bank Ciputra,"+62 31 3534123, 31 2424123"
PT Bank HARFA,"+62 31 361383, 31 5674353"
PT Bank Maspion Indonesia,"+62 31 5319818, 31 5456334"
PT Bank Perkembangan Surya Kencana,"+62 31 5319818, 31 5456334"
PT BPD Jawa Timur,+62 31 510091
PT BPR Bali Agung Mandiri,+62 0355 95074
PT BPR Bali Catur Mandiri,+62 0341 79210
PT BPR Bali Cemawis Mandiri,+62 031 7790128
PT BPR Bali Pancajaya Mandiri,+62 0336 91386
PT Bursa Efek Surabaya,"+62 31 534 0888, 31 512716"
PT Centratama Nasional Bank,"+62 31 5319001, 31 5458522"
PT Gudang Garam,"+62 31 5319001, 31 5458522"
PT Halim Indonesia Bank,+62 31 3530472
PT Hanjaya Mandaza Sampoerna,+62 31 3530472
PT Prima Master Bank,+62 31 3531253 Hunting
Sumitomo Niaga Bank,031-5326480 (+62-031-5326480)
Bakti Toko,0352-481163 (+62-0352-481163)
Olivia Toko,0331-421547 (+62-0331-421547)
Wali Songo Toko,"031-3533195, 031-3550201 (+62-031-3533195, 031-3550201)"
AA Jaya UD,031-3557870 (+62-031-3557870)
Among Sari Toko,0341-325507 (+62-0341-325507)
Anda Batik,0332-427231 (+62-0332-427231)
Batik Toko,0355-329326 (+62-0355-329326)
Undefined,0355-329326 (+62-0355-329326)
Undefined,0355-329326 (+62-0355-329326)
Undefined,0355-329326 (+62-0355-329326)
Kembang Asih UD,031-3071102 (+62-031-3071102)
Mantap UD,031-3551358 (+62-031-3551358)
Nusa Indah Toko,031-5352106 (+62-031-5352106)
Semar PT Batik,"0331-421547, 0331-423849 (+62-0331-421547, 0331-423849)"
Sidomukti Toko,0341-362510 (+62-0341-362510)
Solo Toko,0333-846775 (+62-0333-846775)
Taman Batik Sriwedari,0351-464769 (+62-0351-464769)
Tulungagung Batik,0355-321948 (+62-0355-321948)
Wahana Merdeka UD,031-8961849 (+62-031-8961849)
Wisma Batik,0351-462662 (+62-0351-462662)
Elly Duta Electronic Industries Indonesia PT,0321-361420 (+62-0321-361420)
Elly Duta Electronic Industries Indonesia PT,0321-321495 (+62-0321-321495)
Asia Perus,031-8921564 (+62-031-8921564)
Laksum Perus,0341-458956 (+62-0341-458956)
Tri Mega Baterindo PT,"031-7882471, 031-7882483, 031-7882511, 031-7882512 (+62-031-7882471, 031-7882483, 031-7882511, 031-7882512)"
Accu Sakta Perus,0338-671924 (+62-0338-671924)
Bancai Toko,0341-324756 (+62-0341-324756)
Gaya Listrik,"0341-324687, 0341-365494 (+62-0341-324687, 0341-365494)"
Radar Battery UD,031-7886916 (+62-031-7886916)
Satria Galaxy,031-5944686 (+62-031-5944686)
Perakitan Accu UD,031-7883836 (+62-031-7883836)
Flexindomas PT,"031-5019245, 031-5019246 (+62-031-5019245, 031-5019246)"
Sakura Bearing UD,"031-5460929, 031-5325189, 031-5460928, 031-5466803, 031-5466804 (+62-031-5460929, 031-5325189, 031-5460928, 031-5466803, 031-5466804)"
Sanggar Rias Ken Dedes,0341-395141 (+62-0341-395141)
Lies Beauty Centre,0331-487090 (+62-0331-487090)
Morodadi Toko,0342-806971 (+62-0342-806971)
Alex Salon,0321-394141 (+62-0321-394141)
Alex Salon,0324-326943 (+62-0324-326943)
Alex Salon,0331-421155 (+62-0331-421155)
Alex Salon,0341-496981 (+62-0341-496981)
Alex Salon,031-8673304 (+62-031-8673304)
Andrew Salon,0341-353985 (+62-0341-353985)
Antok Salon,0341-807324 (+62-0341-807324)
Ayok's Hair Design,031-5040853 (+62-031-5040853)
Ayu Salon,0342-561542 (+62-0342-561542)
Ayu Salon,0341-368063 (+62-0341-368063)
B Fuk Salon & Wedding Service,"031-5040830, 031-5040505 (+62-031-5040830, 031-5040505)"
Belia Salon,0355-327791 (+62-0355-327791)
Betsy,0341-324924 (+62-0341-324924)
Brian Salon,031-8415998 (+62-031-8415998)
Cahayu Kosmetika & Perawatan,0331-330633 (+62-0331-330633)
Camelia Salon,031-7991448 (+62-031-7991448)
Candra Salon & Bridal House,031-8439414 (+62-031-8439414)
Carissa Salon,"031-5479489, 031-5479490 (+62-031-5479489, 031-5479490)"
Carragenan Ind UD,0341-482131 (+62-0341-482131)
Chandra Busana,031-5027315 (+62-031-5027315)
Undefined,031-5027315 (+62-031-5027315)
Chris Salon,031-5934689 (+62-031-5934689)
Chris Salon,031-5943738 (+62-031-5943738)
Danes Clinical Skin Care,031-5622133 (+62-031-5622133)
Derma Beauty Center,031-5351500 (+62-031-5351500)
Dewikusuma Salon,0321-866619 (+62-0321-866619)
Dhimas Salon,0341-567420 (+62-0341-567420)
Diana Salon,0333-510505 (+62-0333-510505)
Elegance Clinique,031-5025828 (+62-031-5025828)
Elia Salon,0341-417193 (+62-0341-417193)
Elizabeth Beauty Salon,0341-362192 (+62-0341-362192)
Elly Salon,0341-327674 (+62-0341-327674)
Esther House Of Beauty,"0341-322576, 0341-345223, 0341-345224, 0341-345225 (+62-0341-322576, 0341-345223, 0341-345224, 0341-345225)"
Febri Salon,031-8705712 (+62-031-8705712)
Female Clinic Indonesia,"031-8202145, 031-8294566 (+62-031-8202145, 031-8294566)"
Fina Dewi Salon,0351-456244 (+62-0351-456244)
Fransisca Salon,0331-489908 (+62-0331-489908)
Galih Salon,0336-622754 (+62-0336-622754)
Ghea Salon,0336-441094 (+62-0336-441094)
Goen Salon,"031-3819246, 031-3816941 (+62-031-3819246, 031-3816941)"
Hair Studio Plus Eric & Sarah,031-5631991 (+62-031-5631991)
Hamidah Galeri Muslimah,031-5920613 (+62-031-5920613)
Happy Salon,0343-742352 (+62-0343-742352)
Hendy Salon,031-5464836 (+62-031-5464836)
Heri Han Salon,0331-489101 (+62-0331-489101)
Herman Salon,0341-361337 (+62-0341-361337)
Herri's Salon,031-8950830 (+62-031-8950830)
Heru & Willy,"031-5023204, 031-5023274 (+62-031-5023204, 031-5023274)"
Ibahim Salon,0355-795117 (+62-0355-795117)
Impressions,"0341-490543, 0341-490544 (+62-0341-490543, 0341-490544)"
Indah Sari Salon,0331-481151 (+62-0331-481151)
Indra Salon,031-5043197 (+62-031-5043197)
Jenny Hair & Beauty Salon,0341-491902 (+62-0341-491902)
Jenny Salon,031-3765606 (+62-031-3765606)
Jhony Salon,031-8712395 (+62-031-8712395)
Johans Cosmetology Centre,0341-494229 (+62-0341-494229)
Jhony Salon,"031-5928782, 031-5928783 (+62-031-5928782, 031-5928783)"
John Salon,0331-485284 (+62-0331-485284)
Johny Gozali Salon,031-5452190 (+62-031-5452190)
Jonathan Salon,0341-569659 (+62-0341-569659)
Juventia Salon,031-5350430 (+62-031-5350430)
Juventia Salon,"031-5491108, 031-5321763 (+62-031-5491108, 031-5321763)"
Johny Gozali Salon,"031-7321767, 031-7328757 (+62-031-7321767, 031-7328757)"
Kecantikan Salon,0324-322323 (+62-0324-322323)
Kelly Klen's Beauty Salon,0341-566890 (+62-0341-566890)
Kharisma Pangkas Rambut,0331-338000 (+62-0331-338000)
Klinik Perawatan Kulit Melliderma,0331-482736 (+62-0331-482736)
Komaritin Rias Pengantin,0341-485003 (+62-0341-485003)
Kurnia Salon,0351-895679 (+62-0351-895679)
L'Frans Salon,031-8961011 (+62-031-8961011)
La Fayette Beauty Center,031-7315315 (+62-031-7315315)
Le Boutique Salon,0331-482109 (+62-0331-482109)
Lellidewi Pangudhi Salira,0341-487448 (+62-0341-487448)
Lia Salon,031-5318042 (+62-031-5318042)
Lily Salon,0333-424229 (+62-0333-424229)
Linda Bernard Bridal Salon & Wedding Service,031-5012858 (+62-031-5012858)
Undefined,031-5012858 (+62-031-5012858)
Lisa Beauty Clinique & Wedding Service,"031-7329021, 031-7321540 (+62-031-7329021, 031-7321540)"
Lisa Beauty Salon,0356-323329 (+62-0356-323329)
Undefined,0356-323329 (+62-0356-323329)
Lusy Beauty Salon,0331-337432 (+62-0331-337432)
Malasari Salon,0342-551659 (+62-0342-551659)
Marisa Salon,0331-482578 (+62-0331-482578)
Marleen Hair & Beauty Salon,031-8498949 (+62-031-8498949)
Melinda Salon,0351-462847 (+62-0351-462847)
Melissa Salon,031-5997088 (+62-031-5997088)
Mella,031-8943567 (+62-031-8943567)
Undefined,031-8943567 (+62-031-8943567)
Mey Mey Salon,0351-463836 (+62-0351-463836)
Michiko Salon,0331-421495 (+62-0331-421495)
Mira Salon,0336-883930 (+62-0336-883930)
Miyara,"031-5015811, 031-5021084 (+62-031-5015811, 031-5021084)"
Mustika Kencana Salon,0351-457468 (+62-0351-457468)
Nefertiti,031-5319749 (+62-031-5319749)
Nik Salon,0331-482966 (+62-0331-482966)
Nina Bridal Salon,0341-356985 (+62-0341-356985)
NN Salon,0356-326333 (+62-0356-326333)
Novia House Of Hair & Beauty,0341-324942 (+62-0341-324942)
Obagi Clinic Surabaya,"031-5999872, 031-5943572 (+62-031-5999872, 031-5943572)"
Oranyono Salon,0355-321632 (+62-0355-321632)
Orint Salon,0355-326640 (+62-0355-326640)
Pacific Hair & Beauty School,"0341-362717, 0341-326413 (+62-0341-362717, 0341-326413)"
Paulus Hair & Bridal Salon,031-5671627 (+62-031-5671627)
Polaris Salon,0342-802210 (+62-0342-802210)
Praktis Bridal Gown,"031-8921053, 031-8941624 (+62-031-8921053, 031-8941624)"
Pricylia Salon,0336-441601 (+62-0336-441601)
Prima Klinik,031-5344128 (+62-031-5344128)
Puji's,031-7343972 (+62-031-7343972)
Puri Ayu Salon,031-5613745 (+62-031-5613745)
Puspasari Salon,0341-322584 (+62-0341-322584)
Puspita Dewi Salon,0351-455813 (+62-0351-455813)
Qoeen Salon,0343-882043 (+62-0343-882043)
Quick Salon,0341-322313 (+62-0341-322313)
Ratna Salon,0336-441112 (+62-0336-441112)
Remaja Salon,0353-883913 (+62-0353-883913)
Rexine Salon,0351-451882 (+62-0351-451882)
Rina Salon,0331-592668 (+62-0331-592668)
Robbinsoon Salon,0341-560672 (+62-0341-560672)
Rosa Salon,0341-362815 (+62-0341-362815)
Rowiyah Salon,0355-321762 (+62-0355-321762)
Rudy Hadisuwarno Salon,0341-564436 (+62-0341-564436)
Sahabat Barber Shop,0341-364129 (+62-0341-364129)
Sakora Griya Rias & Salon,0341-325607 (+62-0341-325607)
Salome Salon,031-3711233 (+62-031-3711233)
Salome Salon,0351-454243 (+62-0351-454243)
Sandhy Rumah Kecantikan,031-5319712 (+62-031-5319712)
